Total itemsets found: 4897
Elapsed time: 5682ms
[64] - 514.22
[68] - 555.2199999999993
[47] - 561.5899999999999
[46] - 593.21
[7] - 625.9999999999998
[123] - 639.7499999999997
[88, 21] - 584.0994000000001
[79, 21] - 591.3639000000004
[94, 21] - 588.1841999999995
[36, 21] - 591.8744999999994
[90, 21] - 599.8233999999993
[55, 22] - 572.2591000000001
[22, 41] - 566.5232999999995
[22, 38] - 576.5353999999999
[22, 97] - 596.7493999999998
[22, 94] - 599.3989999999992
[22, 36] - 604.7612999999997
[22, 90] - 604.4610000000006
[44, 1] - 564.6075999999995
[44, 71] - 517.9348
[44, 67] - 555.5119000000002
[44, 41] - 534.1138999999995
[44, 97] - 622.6347999999987
[44, 94] - 594.5397999999996
[44, 36] - 588.9077
[44, 90] - 624.8185999999995
[2, 125] - 566.2590999999993
[24, 125] - 563.4760999999999
[125, 38] - 638.5596000000014
[125, 97] - 620.8170999999991
[125, 94] - 640.4320999999999
[36, 125] - 648.0973999999998
[125, 90] - 645.1415000000006
[23, 53] - 550.7477000000002
[104, 53] - 551.2951
[1, 53] - 552.5098000000002
[71, 53] - 534.4706000000004
[67, 53] - 578.7213999999998
[41, 53] - 567.4458999999995
[38, 53] - 580.6131000000005
[97, 53] - 531.5153000000004
[1, 67, 71, 41, 31] - 590.5991347058003
[1, 67, 38, 71, 31] - 526.0578547494007
[1, 67, 71, 97, 31] - 541.1747763001001
[1, 67, 71, 94, 31] - 564.3467761308989
[1, 67, 36, 71, 31] - 572.1864673583995
[1, 67, 90, 71, 31] - 612.8475290941983
[1, 38, 71, 41, 31] - 506.49596173240053
[1, 71, 41, 97, 31] - 577.1133975825006
[1, 71, 94, 41, 31] - 616.8947186306991
[1, 36, 71, 41, 31] - 624.1400405739007
[1, 90, 71, 41, 31] - 662.2162265255
[1, 38, 90, 71, 31] - 522.9507634388997
[1, 71, 94, 31, 97] - 558.5435674091987
[1, 36, 71, 31, 97] - 563.3304665996997
[1, 90, 71, 31, 97] - 602.7861496848014
[1, 36, 71, 94, 31] - 651.1385078848015
[1, 90, 71, 94, 31] - 645.8319441282985
[1, 36, 90, 71, 31] - 653.2096377000988
[1, 67, 38, 41, 31] - 509.0122019629994
[1, 67, 41, 97, 31] - 576.7633865043996
[1, 67, 94, 41, 31] - 618.2363523000008
[1, 67, 36, 41, 31] - 624.0645558901997
[1, 67, 90, 41, 31] - 666.368467602197
[1, 67, 38, 90, 31] - 536.4833014407004
[1, 67, 94, 31, 97] - 567.769450878499
[1, 67, 36, 31, 97] - 571.7371101128999
[1, 67, 90, 31, 97] - 613.7556906154988
[1, 67, 36, 94, 31] - 658.194541297399
[1, 67, 90, 94, 31] - 657.1197022913009
[1, 67, 36, 90, 31] - 663.4431353449996
[1, 38, 90, 41, 31] - 509.2681936851002
[1, 94, 41, 31, 97] - 653.2441719991006
[1, 36, 41, 31, 97] - 655.7538018172997
[1, 90, 41, 31, 97] - 695.5329525842983
[1, 36, 90, 94, 41, 31] - 585.1490503880814
[1, 38, 97, 31] - 639.8837025400002
[1, 38, 94, 31] - 654.2093570300005
[1, 36, 38, 31] - 664.8374374700006
[1, 36, 90, 94, 31, 97] - 526.4704577512387
[88, 79, 41, 31] - 532.7012857800003
[88, 79, 94, 31] - 580.6958641399999
[88, 79, 36, 31] - 578.9146523300008
[88, 79, 90, 31] - 580.1233385999996
[88, 56, 41, 31] - 507.5550725800001
[88, 56, 97, 31] - 509.85155955999954
[88, 56, 94, 31] - 509.5400357600007
[88, 56, 36, 31] - 509.34270387000026
[88, 24, 31] - 629.2275029999995
[88, 71, 31] - 646.813031
[88, 67, 90, 31] - 505.40361898999976
[88, 41, 97, 31] - 514.6790190700002
[88, 94, 41, 31] - 665.6595346399993
[88, 36, 41, 31] - 668.2134680099988
[88, 90, 41, 31] - 662.3514026100002
[88, 94, 31, 97] - 562.0641224100008
[88, 36, 31, 97] - 563.1462702100002
[88, 90, 31, 97] - 557.23769505
[88, 36, 90, 94, 31] - 533.4955316856017
[56, 79, 94, 31] - 507.66961212999956
[24, 79, 31] - 671.953692000001
[79, 71, 31] - 662.3018230000013
[67, 79, 94, 31] - 505.3443914600002
[67, 79, 36, 31] - 505.1968360000001
[67, 79, 90, 31] - 511.14327446000044
[79, 41, 97, 31] - 506.47599590000056
[79, 94, 41, 31] - 663.0864768799993
[79, 36, 41, 31] - 661.0632689999997
[79, 90, 41, 31] - 661.9014168800006
[79, 94, 31, 97] - 588.0583409500007
[79, 36, 31, 97] - 582.9468662200006
[79, 90, 31, 97] - 583.5738140600014
[79, 36, 90, 94, 31] - 554.8131909048988
[67, 56, 71, 31] - 627.0773862600005
[56, 71, 41, 97, 31] - 532.3912917236984
[56, 71, 94, 41, 31] - 532.5503149560998
[56, 36, 71, 41, 31] - 537.3590641009997
[56, 90, 71, 41, 31] - 531.1787710582997
[56, 38, 71, 31] - 541.5673342000002
[56, 71, 94, 31, 97] - 529.6780342595011
[56, 36, 71, 31, 97] - 533.8164750121997
[56, 90, 71, 31, 97] - 528.3778512701001
[56, 36, 71, 94, 31] - 535.6427965494996
[56, 90, 71, 94, 31] - 529.7956878354994
[56, 36, 90, 71, 31] - 533.7431944609999
[56, 67, 41, 97, 31] - 533.2051707538999
[56, 67, 94, 41, 31] - 532.9360880761998
[56, 67, 36, 41, 31] - 534.4404459622002
[56, 67, 90, 41, 31] - 532.9846760899998
[56, 67, 38, 31] - 542.6023796900014
[56, 67, 94, 31, 97] - 528.1176490369006
[56, 67, 36, 31, 97] - 530.1532360859004
[56, 67, 90, 31, 97] - 527.8280551804003
[56, 67, 36, 94, 31] - 530.7228891905996
[56, 67, 90, 94, 31] - 529.0834775502999
[56, 67, 36, 90, 31] - 530.0995877259998
[56, 38, 41, 31] - 547.0051070900001
[56, 94, 41, 31, 97] - 654.4534800239
[56, 36, 41, 31, 97] - 656.0164725707984
[56, 90, 41, 31, 97] - 651.3397274696011
[56, 36, 94, 41, 31] - 656.6129949711008
[56, 90, 94, 41, 31] - 652.3144685646996
[56, 36, 90, 41, 31] - 652.573489987599
[56, 38, 97, 31] - 540.3936457899995
[56, 38, 94, 31] - 540.5657484500007
[56, 36, 38, 31] - 545.5839029999994
[56, 38, 90, 31] - 541.0901667200011
[56, 36, 94, 31, 97] - 654.538776207899
[56, 90, 94, 31, 97] - 649.9620471754012
[56, 36, 90, 31, 97] - 650.1811018949
[56, 36, 90, 94, 31] - 652.7088149391996
[24, 41, 31] - 647.1600830000004
[24, 97, 31] - 627.7660430000009
[24, 90, 94, 31] - 505.90553517999825
[24, 36, 90, 31] - 504.9666899299997
[67, 38, 71, 41, 31] - 529.1696966463
[67, 71, 41, 97, 31] - 524.0970282527996
[67, 71, 94, 41, 31] - 560.2838082923995
[67, 36, 71, 41, 31] - 567.6869581763996
[67, 90, 71, 41, 31] - 609.4186510668
[67, 38, 90, 71, 31] - 545.0251600264988
[67, 90, 71, 31, 97] - 547.584232290301
[67, 36, 71, 94, 31] - 588.4478254691991
[67, 90, 71, 94, 31] - 585.7766943761002
[67, 36, 90, 71, 31] - 593.4652644770989
[38, 90, 71, 41, 31] - 525.065318386
[71, 94, 41, 31, 97] - 534.239406856701
[36, 71, 41, 31, 97] - 539.1070683127003
[90, 71, 41, 31, 97] - 579.7014831627995
[36, 71, 94, 41, 31] - 639.6291355694995
[90, 71, 94, 41, 31] - 633.9331763710991
[36, 90, 71, 41, 31] - 641.0192587612001
[38, 71, 97, 31] - 634.1833065999994
[38, 71, 94, 31] - 659.2654801500018
[36, 38, 71, 31] - 667.4605458200003
[36, 71, 94, 31, 97] - 568.1792700153001
[90, 71, 94, 31, 97] - 563.8587203516007
[36, 90, 71, 31, 97] - 567.6835511581012
[36, 90, 71, 94, 31] - 670.1653314280001
[67, 38, 90, 41, 31] - 527.7921101492011
[67, 94, 41, 31, 97] - 535.1158717812995
[67, 36, 41, 31, 97] - 537.6911812005995
[67, 90, 41, 31, 97] - 581.4057683030992
[67, 36, 94, 41, 31] - 639.1940342811029
[67, 90, 94, 41, 31] - 638.3748650568016
[67, 36, 90, 41, 31] - 643.1289826220003
[67, 38, 97, 31] - 649.3432679400007
[67, 36, 38, 94, 31] - 510.40803082720095
[67, 38, 90, 94, 31] - 507.4914144129002
[67, 36, 38, 90, 31] - 515.3794201573997
[67, 36, 94, 31, 97] - 575.7555239330989
[67, 90, 94, 31, 97] - 575.0412416901007
[67, 36, 90, 31, 97] - 577.2032141392001
[67, 36, 90, 94, 31] - 678.9604181283005
[38, 41, 97, 31] - 610.6545601200005
[38, 94, 41, 31] - 642.4020233899992
[36, 38, 41, 31] - 650.6475117800006
[36, 94, 41, 31, 97] - 660.0984615113999
[90, 94, 41, 31, 97] - 656.3818702231007
[36, 90, 41, 31, 97] - 656.7133470978017
[38, 94, 31, 97] - 594.3876944999996
[36, 38, 31, 97] - 600.4031140699994
[38, 90, 31, 97] - 656.2473010900006
[36, 38, 90, 94, 31] - 521.8939473841002
[24, 2, 5] - 616.537257999999
[2, 5, 38, 94] - 515.6685698200008
[2, 36, 5, 38] - 507.89021092999974
[2, 5, 38, 90] - 513.6603127500006
[2, 5, 94, 97] - 540.4710558599998
[2, 36, 5, 97] - 536.93761776
[2, 5, 90, 97] - 541.1497170199997
[2, 36, 5, 94] - 543.6121859600006
[2, 5, 90, 94] - 552.6261158300009
[2, 36, 5, 90] - 545.4999851199999
[1, 5, 104] - 621.9383439999997
[88, 5, 104] - 551.9224040000006
[79, 5, 104] - 544.6439190000002
[67, 5, 104, 71] - 524.8131690899994
[5, 104, 71, 97] - 522.8464589599992
[5, 104, 71, 94] - 521.7820674199994
[36, 5, 104, 71] - 529.4885116199994
[5, 104, 90, 71] - 544.2665230400005
[67, 38, 5, 104] - 518.6866998500004
[67, 5, 104, 97] - 553.17329307
[67, 5, 104, 94] - 557.3523687599996
[67, 36, 5, 104] - 565.4523250100003
[67, 5, 104, 90] - 578.9932245999996
[5, 104, 41] - 652.1677930000001
[5, 104, 38, 97] - 533.7111154400003
[5, 104, 38, 94] - 526.2732754499993
[36, 5, 104, 38] - 532.6503432400012
[5, 104, 38, 90] - 544.0785261699997
[5, 104, 94, 97] - 557.81558529
[36, 5, 104, 97] - 564.8202913600004
[5, 104, 90, 97] - 578.6590132199995
[36, 5, 104, 94] - 600.1159255599999
[5, 104, 90, 94] - 600.7921142400007
[36, 5, 104, 90] - 607.9663816499993
[38, 5, 120] - 663.6233209999988
[5, 94, 97, 120] - 533.3715500900007
[36, 5, 97, 120] - 533.0576418999995
[5, 90, 97, 120] - 539.1483649500002
[36, 5, 94, 120] - 541.2284659900002
[5, 90, 94, 120] - 540.4324521100002
[36, 5, 90, 120] - 540.5480892400002
[88, 1, 5] - 602.30878
[1, 79, 5] - 604.3472100000006
[56, 1, 5] - 604.652305
[1, 5, 71, 94] - 509.5912801499998
[1, 36, 5, 71] - 520.2319235699995
[1, 5, 90, 71] - 526.6788884500004
[1, 67, 5, 41] - 532.37691669
[1, 67, 5, 97] - 519.5142278600007
[1, 67, 5, 94] - 548.7696504500009
[1, 67, 36, 5] - 556.1147160700003
[1, 67, 5, 90] - 566.6756730100004
[1, 5, 41, 97] - 564.5768614199995
[1, 5, 94, 41] - 607.6277027399997
[1, 36, 5, 41] - 616.0250903600005
[1, 5, 90, 41] - 624.8264701000011
[1, 38, 5] - 601.5706500000002
[1, 5, 94, 97] - 590.4347008799998
[1, 36, 5, 97] - 595.9740199600006
[1, 5, 90, 97] - 603.9363678600008
[1, 36, 5, 94] - 657.1373814600004
[1, 5, 90, 94] - 651.1624070800001
[1, 36, 5, 90] - 658.9092437999985
[88, 79, 5, 97] - 533.2737934499992
[88, 79, 5, 94] - 575.7181168199991
[88, 79, 36, 5] - 575.3483357899997
[88, 79, 5, 90] - 577.3139112099998
[88, 56, 5] - 542.0712689999993
[88, 5, 71] - 640.6423920000001
[88, 67, 5, 94] - 518.9641250199996
[88, 67, 36, 5] - 522.8784287899995
[88, 67, 5, 90] - 524.4896608000006
[88, 5, 41] - 609.8794490000006
[88, 38, 5] - 596.142068
[88, 5, 94, 97] - 638.6496803300009
[88, 36, 5, 97] - 641.3440366499999
[88, 5, 90, 97] - 639.3502559399992
[88, 36, 5, 90, 94] - 517.7481086543004
[56, 79, 5] - 542.3420679999997
[24, 79, 5] - 506.4606190000005
[79, 5, 71] - 645.1751390000004
[67, 79, 5, 94] - 520.7250398300007
[67, 79, 36, 5] - 520.7252195800006
[67, 79, 5, 90] - 523.91930746
[79, 5, 41] - 605.470930000001
[79, 38, 5] - 597.3421809999999
[79, 5, 94, 97] - 647.7456885799996
[79, 36, 5, 97] - 647.1700528300013
[79, 5, 90, 97] - 645.5732744500002
[79, 36, 5, 90, 94] - 522.7749225301009
[56, 5, 71] - 644.6157989999995
[67, 56, 5] - 649.1473969999985
[56, 5, 41] - 641.9917560000011
[56, 36, 5, 38] - 506.2807030999996
[56, 36, 5, 94, 97] - 512.7885408375
[56, 5, 90, 94, 97] - 507.48654024899946
[56, 36, 5, 90, 97] - 508.2265904122995
[56, 36, 5, 90, 94] - 514.2376951447002
[24, 5, 41] - 550.2642370000008
[24, 38, 5] - 607.3295670000016
[24, 5, 94, 97] - 646.9245922300013
[24, 36, 5, 97] - 642.9178869199983
[24, 5, 90, 97] - 659.4688690799993
[24, 36, 5, 90, 94] - 512.5852394074002
[67, 38, 5, 71] - 534.5052621800006
[67, 5, 71, 97] - 598.3901667100007
[67, 5, 71, 94] - 611.9066801799994
[67, 36, 5, 71] - 621.4871749799995
[67, 5, 90, 71] - 634.2482470899994
[36, 5, 71, 41] - 511.1022878800002
[5, 90, 71, 41] - 518.8461086
[5, 38, 71, 97] - 565.6692191500005
[5, 38, 71, 94] - 572.4842631600006
[36, 5, 38, 71] - 579.8262775800015
[5, 38, 90, 71] - 592.6075721200001
[36, 5, 71, 94, 97] - 514.8296941316996
[5, 90, 71, 94, 97] - 511.2214306228008
[36, 5, 90, 71, 97] - 516.0256288967994
[36, 5, 90, 71, 94] - 545.8744816770999
[67, 5, 41, 97] - 508.20877680999985
[67, 5, 94, 41] - 535.9860910399998
[67, 36, 5, 41] - 541.5437577099999
[67, 5, 90, 41] - 553.7209388800004
[67, 5, 38, 97] - 600.9585919999987
[67, 5, 38, 94] - 613.3988011600014
[67, 36, 5, 38] - 620.2340068799996
[67, 5, 38, 90] - 631.2463918699987
[67, 36, 5, 94, 97] - 540.2945663626997
[67, 5, 90, 94, 97] - 539.9564007237991
[67, 36, 5, 90, 97] - 542.6497600497004
[67, 36, 5, 90, 94] - 575.5648408882992
[5, 38, 41, 97] - 652.1359383100007
[36, 5, 38, 94, 41] - 507.8761571778994
[5, 38, 90, 94, 41] - 507.59815912800025
[36, 5, 38, 90, 41] - 508.7820083830991
[36, 5, 94, 41, 97] - 598.6518181593013
[5, 90, 94, 41, 97] - 595.7954085441006
[36, 5, 90, 41, 97] - 596.4426318124994
[36, 5, 90, 94, 41] - 647.9624648735
[36, 5, 38, 90, 94, 97] - 515.2281621776057
[88, 2, 120] - 543.1606330000003
[79, 2, 120] - 563.8390250000003
[56, 24, 2, 120] - 547.722658169999
[56, 2, 38, 120] - 585.648785760001
[56, 2, 97, 120] - 593.6717334900009
[56, 2, 94, 120] - 589.3080897099999
[56, 2, 36, 120] - 591.2254665200014
[56, 2, 90, 120] - 590.8192022400008
[2, 24, 38, 97, 120] - 579.2034415381007
[2, 24, 38, 94, 120] - 579.1837132515997
[2, 24, 36, 38, 120] - 577.5204073142994
[2, 24, 38, 90, 120] - 578.0637328830005
[2, 24, 94, 97, 120] - 596.7871319704012
[2, 24, 36, 97, 120] - 594.6268197063004
[2, 24, 90, 97, 120] - 596.7169777066013
[2, 24, 36, 94, 120] - 593.8935213185
[2, 24, 90, 94, 120] - 595.9160409334991
[2, 24, 36, 90, 120] - 594.4759918961996
[2, 71, 120] - 519.2409990000001
[67, 2, 120] - 520.943685
[2, 38, 94, 97, 120] - 642.2360823006994
[2, 36, 38, 97, 120] - 642.0657634240993
[2, 38, 90, 97, 120] - 641.3250818822999
[2, 36, 38, 94, 120] - 656.6630999218997
[2, 38, 90, 94, 120] - 656.245288622401
[2, 36, 38, 90, 120] - 656.7964059185013
[2, 36, 94, 97, 120] - 656.6604387795004
[2, 90, 94, 97, 120] - 657.9246628914011
[2, 36, 90, 97, 120] - 658.0161843947013
[2, 36, 90, 94, 120] - 672.0272720547002
[88, 79, 2] - 530.1211420000003
[88, 2, 38] - 660.0394069999992
[88, 2, 36, 97] - 510.87181950000075
[88, 2, 90, 97] - 510.5043345600011
[88, 2, 36, 94] - 526.67387914
[88, 2, 90, 94] - 526.9196009099996
[88, 2, 36, 90] - 534.7115238999999
[2, 79, 36, 38] - 510.10406701999995
[2, 79, 38, 90] - 506.9365406600003
[2, 79, 94, 97] - 515.6906313500006
[2, 79, 36, 97] - 522.3240559300002
[2, 79, 90, 97] - 519.9260946900004
[2, 79, 36, 94] - 538.6470495000005
[2, 79, 90, 94] - 536.7009921299996
[2, 79, 36, 90] - 543.42625882
[56, 2, 24, 38] - 545.0387437399996
[56, 2, 24, 97] - 553.7634941800001
[56, 2, 24, 94] - 550.3337569900006
[56, 2, 24, 36] - 552.6125174999994
[56, 2, 24, 90] - 551.9518037100006
[56, 2, 38, 97] - 638.3059029200017
[56, 2, 38, 94] - 635.6016645200006
[56, 2, 36, 38] - 637.3509945200008
[56, 2, 38, 90] - 637.223904289999
[56, 2, 94, 97] - 642.0427767399992
[56, 2, 36, 97] - 643.919007690001
[56, 2, 90, 97] - 644.1029807300001
[56, 2, 36, 94] - 640.9039255400006
[56, 2, 90, 94] - 642.4905779600014
[56, 2, 36, 90] - 643.6956719499996
[2, 24, 41] - 565.305366
[2, 24, 36, 38, 94, 97] - 560.7040970536264
[2, 24, 38, 90, 94, 97] - 561.1739485116024
[2, 24, 36, 38, 90, 97] - 561.3181318815142
[2, 24, 36, 38, 90, 94] - 565.2501385861409
[2, 24, 36, 90, 94, 97] - 582.2425520169795
[2, 38, 71] - 597.291588999999
[2, 71, 97] - 615.336439
[2, 71, 94] - 637.6328530000002
[2, 36, 71] - 642.1391540000004
[2, 90, 71] - 648.168377999999
[67, 2, 38] - 597.7690849999994
[67, 2, 97] - 618.0702160000011
[67, 2, 94] - 642.982095
[67, 2, 36] - 646.7635090000017
[67, 2, 90] - 654.735582
[2, 38, 94, 41] - 540.2839382800009
[2, 36, 38, 41] - 528.3694631700001
[2, 38, 90, 41] - 538.8589275900001
[2, 41, 97] - 661.4620130000004
[2, 36, 94, 41] - 529.0442073100012
[2, 90, 94, 41] - 540.2030729499999
[2, 36, 90, 41] - 529.2866215099993
[2, 36, 38, 90, 94, 97] - 655.3884367174754
[104, 71, 120] - 633.7591829999984
[67, 104, 120] - 635.37658
[104, 41, 120] - 510.0064900000002
[38, 104, 120] - 597.3765500000004
[104, 97, 120] - 621.106171
[104, 94, 120] - 612.9462150000002
[36, 104, 120] - 622.81029
[104, 90, 120] - 661.548272
[88, 67, 1, 104] - 524.4787741600004
[88, 1, 104, 41] - 509.9297244999995
[88, 1, 104, 94] - 570.0446844000011
[88, 1, 36, 104] - 580.7668504799993
[88, 1, 104, 90] - 574.7432918499997
[67, 1, 79, 104] - 520.7457926299992
[1, 79, 104, 41] - 504.96776146999997
[1, 79, 104, 94] - 565.4707721800008
[1, 79, 36, 104] - 572.5250895800003
[1, 79, 104, 90] - 573.8288828599997
[1, 56, 104, 71] - 573.2307985899998
[67, 1, 56, 104] - 569.41782236
[1, 56, 104, 41] - 542.5287817600008
[1, 56, 38, 104] - 535.8972049
[1, 56, 104, 97] - 570.3876479399995
[1, 56, 104, 94] - 569.3148654200011
[1, 56, 36, 104] - 576.31283273
[1, 56, 104, 90] - 570.9058003099999
[1, 67, 104, 71, 41] - 607.2470495645007
[1, 67, 38, 104, 71] - 608.6318436000983
[1, 67, 104, 71, 97] - 622.3398168475993
[1, 67, 104, 71, 94] - 597.8005939761007
[1, 67, 36, 104, 71] - 607.0786550344995
[1, 67, 104, 90, 71] - 650.1546300000007
[1, 38, 104, 71, 41] - 589.3815022056012
[1, 104, 71, 41, 97] - 580.6104051744006
[1, 104, 71, 94, 41] - 572.0027526967982
[1, 36, 104, 71, 41] - 580.4415706418993
[1, 104, 90, 71, 41] - 624.1385200052998
[1, 104, 38, 71, 97] - 596.6086999575002
[1, 104, 38, 71, 94] - 556.8594148540998
[1, 36, 104, 38, 71] - 565.7584692699002
[1, 104, 38, 90, 71] - 608.0054413457992
[1, 104, 71, 94, 97] - 571.5973239097001
[1, 36, 104, 71, 97] - 579.7650769148984
[1, 104, 90, 71, 97] - 622.5353860896993
[1, 36, 104, 71, 94] - 622.0975052100989
[1, 104, 90, 71, 94] - 618.1747321772013
[1, 36, 104, 90, 71] - 628.0461841657018
[1, 67, 38, 104, 41] - 635.4760397660004
[1, 67, 104, 41, 97] - 625.4627843269998
[1, 67, 104, 94, 41] - 617.8890424161985
[1, 67, 36, 104, 41] - 627.4156452805
[1, 67, 104, 90, 41] - 670.2526323621012
[1, 67, 104, 38, 97] - 643.8430379018993
[1, 67, 104, 38, 94] - 604.0070326304009
[1, 67, 36, 104, 38] - 613.5911211209996
[1, 67, 104, 38, 90] - 654.7574744465006
[1, 67, 104, 94, 97] - 616.5469028710003
[1, 67, 36, 104, 97] - 625.8506889772002
[1, 67, 104, 90, 97] - 667.4226936766987
[1, 67, 36, 104, 94] - 666.8200168051993
[1, 67, 104, 90, 94] - 662.8962187232999
[1, 67, 36, 104, 90] - 673.8848842118997
[1, 104, 38, 41, 97] - 623.0127717491988
[1, 104, 38, 94, 41] - 586.5936957258995
[1, 36, 104, 38, 41] - 595.8369158247989
[1, 104, 38, 90, 41] - 636.972860570701
[1, 104, 94, 41, 97] - 573.5035047852998
[1, 36, 104, 41, 97] - 581.9424260337992
[1, 104, 90, 41, 97] - 623.7479135654007
[1, 36, 104, 94, 41] - 660.9169501718993
[1, 104, 90, 94, 41] - 655.9097447863003
[1, 36, 104, 90, 41] - 667.467264177099
[1, 104, 38, 94, 97] - 591.3511627423005
[1, 36, 104, 38, 97] - 600.3882158012005
[1, 104, 38, 90, 97] - 641.1332072186995
[1, 36, 104, 38, 94] - 612.8038407425988
[1, 104, 38, 90, 94] - 607.2745628005003
[1, 36, 104, 38, 90] - 618.044534906501
[1, 36, 104, 94, 97] - 622.7331334064002
[1, 104, 90, 94, 97] - 617.4844263331985
[1, 36, 104, 90, 97] - 626.9395570085012
[1, 36, 104, 90, 94] - 708.9625877075996
[88, 79, 104, 71] - 554.4594120699983
[88, 67, 79, 104] - 614.545364289999
[88, 79, 38, 104] - 551.7405888900008
[88, 79, 104, 97] - 578.9980017100003
[88, 79, 36, 104, 94] - 529.4308475129003
[88, 79, 104, 90, 94] - 529.9288351532001
[88, 79, 36, 104, 90] - 539.4976552491996
[88, 67, 104, 71] - 626.330879460001
[88, 38, 104, 71] - 562.58626629
[88, 104, 71, 97] - 593.9959582999991
[88, 104, 71, 94] - 664.9322576199992
[88, 36, 104, 90, 71] - 511.1941977218996
[88, 67, 104, 41] - 528.2547000799999
[88, 67, 38, 104] - 623.8787239100009
[88, 67, 104, 97] - 652.6869862699999
[88, 67, 36, 104, 94] - 548.888067298601
[88, 67, 104, 90, 94] - 546.2848526765
[88, 67, 36, 104, 90] - 557.7883382490012
[88, 38, 104, 41] - 526.5461007800002
[88, 104, 94, 41] - 617.8710034200004
[88, 36, 104, 41] - 626.1373177999998
[88, 104, 90, 41] - 622.0779286100003
[88, 104, 38, 97] - 634.8665627699986
[88, 104, 38, 94] - 663.8700330999999
[88, 36, 104, 38, 90] - 507.48172814360026
[88, 36, 104, 94, 97] - 527.3078984729
[88, 104, 90, 94, 97] - 523.0712628979991
[88, 36, 104, 90, 97] - 533.3011197094004
[88, 36, 104, 90, 94] - 622.9274645969012
[67, 79, 104, 71] - 628.4663735199993
[79, 38, 104, 71] - 566.2986194100001
[79, 104, 71, 97] - 591.6746298000003
[79, 104, 90, 71, 94] - 505.18436034589973
[79, 36, 104, 90, 71] - 512.8126673776994
[67, 79, 104, 41] - 526.2387255
[67, 79, 38, 104] - 627.1965656800012
[67, 79, 104, 97] - 651.5297266400006
[67, 79, 36, 104, 94] - 547.3442763589014
[67, 79, 104, 90, 94] - 550.9148505489009
[67, 79, 36, 104, 90] - 558.5210126829994
[79, 38, 104, 41] - 527.6816520200009
[79, 104, 94, 41] - 616.235513080001
[79, 36, 104, 41] - 619.7970522399999
[79, 104, 90, 41] - 623.71021716
[79, 104, 38, 97] - 635.1735503400001
[79, 104, 38, 94] - 667.8071957600013
[79, 36, 104, 38, 90] - 510.53858607609925
[79, 36, 104, 94, 97] - 523.3725595292998
[79, 104, 90, 94, 97] - 525.4210210896988
[79, 36, 104, 90, 97] - 531.8742214881003
[79, 36, 104, 90, 94] - 624.1629736977998
[67, 56, 104, 71] - 601.4762808200012
[56, 104, 71, 41] - 598.135946109998
[56, 38, 104, 71] - 591.3223946299998
[56, 104, 71, 97] - 626.0800631600003
[56, 104, 71, 94] - 624.8022688800003
[56, 36, 104, 71] - 630.0842295299998
[56, 104, 90, 71] - 626.2448428299987
[56, 67, 104, 41] - 596.3184890300003
[56, 67, 38, 104] - 590.124713980002
[56, 67, 104, 97] - 619.2998741999996
[56, 67, 104, 94] - 619.65112051
[56, 67, 36, 104] - 624.2024677299995
[56, 67, 104, 90] - 621.3586688900002
[56, 38, 104, 41] - 638.5163161699984
[56, 104, 41, 97] - 639.1185472699997
[56, 104, 94, 41] - 638.3641552200003
[56, 36, 104, 41] - 643.5234613699997
[56, 104, 90, 41] - 640.6105753599991
[56, 104, 38, 97] - 633.7957686099993
[56, 104, 38, 94] - 634.50632349
[56, 36, 104, 38] - 639.3261968999992
[56, 104, 38, 90] - 635.7540070400016
[56, 104, 94, 97] - 665.38729353
[56, 36, 104, 97] - 670.6215264800013
[56, 104, 90, 97] - 666.4619024599996
[56, 36, 104, 90, 94] - 505.5930983947004
[67, 38, 104, 71, 41] - 630.1647488811993
[67, 104, 71, 41, 97] - 604.2559184425991
[67, 104, 71, 94, 41] - 594.1761623091996
[67, 36, 104, 71, 41] - 601.685096307499
[67, 104, 90, 71, 41] - 648.2279797683999
[67, 104, 38, 90, 71, 97] - 531.769773742931
[67, 36, 104, 38, 71, 94] - 512.913263616486
[67, 104, 38, 90, 71, 94] - 510.4304111429087
[67, 36, 104, 38, 90, 71] - 519.3009412542962
[67, 36, 104, 71, 94, 97] - 528.6864035715724
[67, 104, 90, 71, 94, 97] - 526.9279799417781
[67, 36, 104, 90, 71, 97] - 535.6219190927766
[67, 36, 104, 90, 71, 94] - 563.0411055337587
[104, 38, 71, 41, 97] - 618.4055281098994
[104, 38, 71, 94, 41] - 592.0140226242993
[36, 104, 38, 71, 41] - 599.4347124345996
[104, 38, 90, 71, 41] - 644.8133843129008
[104, 71, 94, 41, 97] - 567.5484983807004
[36, 104, 71, 41, 97] - 574.0257598505
[104, 90, 71, 41, 97] - 619.6058005584999
[36, 104, 71, 94, 41] - 630.8605353892989
[104, 90, 71, 94, 41] - 628.1556142161004
[36, 104, 90, 71, 41] - 636.8849293646994
[104, 38, 71, 94, 97] - 666.7694439509996
[36, 104, 38, 90, 71, 97] - 509.3578940149839
[36, 104, 38, 90, 71, 94] - 525.4241736794296
[36, 104, 90, 71, 94, 97] - 542.6716564160625
[67, 104, 38, 41, 97] - 662.9167572403018
[67, 104, 38, 94, 41] - 638.9119360443013
[67, 36, 104, 38, 41] - 645.6748526040014
[67, 104, 38, 90, 41] - 690.822375698999
[67, 104, 94, 41, 97] - 611.272750250201
[67, 36, 104, 41, 97] - 617.4598360690007
[67, 104, 90, 41, 97] - 662.7107348237993
